Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2020-01-05,6:22 PM,"Dinner","Rich & Velvety Squares Chocolate","3.00 square",150.15,,,,,,,,,,,,,0.00,0.00,,,,0.00,,2.16,,,,,,0.00,,18.00,3.00,,12.00,15.00,12.00,0.00,,,7.50,0.00,,,,,,,,,,3.00,,,,,""
2020-01-05,6:22 PM,"Dinner","Soy Milk, Plain or Original, Sweetened with Sugar, Ready-to-Drink, Enriched","1.25 cup",130.61,0.00,0.00,274.47,0.09,0.56,1.29,0.32,0.09,2.58,6.07,27.34,0.00,561.93,0.00,130.61,0.33,9.11,373.61,0.50,1.28,45.56,0.19,130.61,370.57,6.99,142.76,0.79,14.94,0.61,0.64,11.09,14.34,4.47,0.00,1.16,2.61,0.62,0.00,0.23,1.75,0.00,0.11,0.20,0.33,0.23,0.05,0.20,7.90,0.19,0.07,0.15,0.20,"Beverages"
2020-01-06,8:57 AM,"Breakfast","Soy Milk, Plain or Original, Sweetened with Sugar, Ready-to-Drink, Enriched","3.50 cup",365.71,0.00,0.00,768.50,0.25,1.56,3.61,0.88,0.26,7.23,17.01,76.54,0.00,1573.41,0.00,365.71,0.94,25.51,1046.10,1.40,3.57,127.57,0.53,365.71,1037.60,19.56,399.73,2.21,41.84,1.70,1.79,31.04,40.14,12.50,0.00,3.25,7.30,1.74,0.00,0.64,4.89,0.00,0.30,0.56,0.91,0.65,0.14,0.55,22.11,0.53,0.19,0.43,0.57,"Beverages"
2020-01-06,8:57 AM,"Breakfast","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,26.26,20.20,22.22,64.64,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
2020-01-06,8:57 AM,"Breakfast","Orgain, Organic Protein & Superfoods, Vanilla Bean","0.50 x 2.0 scoops",80.00,,,,0.20,0.25,0.50,0.50,0.30,0.05,,9.50,,18.32,8.00,0.00,,,41.00,,4.00,12.00,,,48.50,,155.00,,10.50,2.50,,0.50,8.00,2.25,0.00,,,0.25,0.00,,,,,,,,,,10.50,,,,,"Supplements"
2020-01-06,8:57 AM,"Breakfast","Coffee, Prepared From Grounds","1.00 small or tall - each 12 fl oz",3.55,0.00,142.08,353.03,0.05,0.27,0.68,0.90,0.00,0.00,0.00,7.10,0.00,0.00,0.00,0.00,0.04,0.36,7.10,0.01,0.04,10.66,0.08,10.66,174.05,0.00,7.10,0.07,1.67,1.67,0.00,0.00,0.00,0.07,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.00,0.00,0.01,0.43,0.00,0.00,0.01,0.01,"Beverages"
2020-01-06,8:58 AM,"Breakfast","Blueberries, Fresh","1.00 cup, whole pieces",84.36,0.00,0.00,124.63,0.05,0.06,0.62,0.18,0.08,0.00,47.36,8.88,118.40,79.92,14.36,0.00,0.86,28.56,8.88,0.08,0.41,8.88,0.50,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0.00,0.07,0.22,0.04,0.00,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.10,0.03,0.00,0.01,0.05,"Fruits and Fruit Juices"
2020-01-06,8:58 AM,"Breakfast","Strawberries, Fresh","1.00 cup, halves",48.64,0.00,0.00,138.24,0.04,0.03,0.59,0.19,0.07,0.00,10.64,36.48,39.52,18.24,89.37,0.00,0.43,3.34,24.32,0.07,0.62,19.76,0.59,36.48,232.56,0.61,1.52,0.21,11.67,3.04,0.06,7.43,8.63,0.46,0.00,0.07,0.24,0.02,0.00,0.10,0.14,0.01,0.02,0.02,0.05,0.04,0.00,0.03,1.02,0.03,0.01,0.03,0.03,"Fruits and Fruit Juices"
2020-01-06,8:58 AM,"Breakfast","Vega One, All In One Shake, Chocolate","1.00 scoop",180.00,,,,0.80,0.90,13.60,5.10,1.00,1.50,,210.00,,400.00,40.00,280.00,10.20,59.00,180.00,,7.00,40.00,,220.00,470.00,,220.00,,15.00,4.00,,1.00,11.00,6.00,0.00,1.00,3.00,1.00,0.00,,,,,,,,,,20.00,,,,,"Beverages"
2020-01-06,8:59 AM,"Breakfast","Spinach, Raw","1.20 cup, cut pieces",8.28,0.00,0.00,32.91,0.03,0.07,0.26,0.02,0.07,0.00,2025.44,69.84,4391.44,3375.85,10.12,0.00,0.71,173.85,35.64,0.05,0.98,28.44,0.32,17.64,200.89,0.36,28.44,0.19,1.31,0.79,0.04,0.15,0.51,0.14,0.00,0.00,0.06,0.02,0.00,0.05,0.00,0.01,0.02,0.05,0.08,0.06,0.02,0.05,1.03,0.04,0.01,0.04,0.06,"Vegetables and Vegetable Products"
2020-01-06,2:22 PM,"Lunch","Pork Chops, Loin, Fresh, No Visible Fat Eaten","4.00 oz",242.67,0.00,0.00,68.73,0.72,0.35,6.07,0.66,0.45,0.62,0.00,10.21,0.00,9.07,0.45,32.89,0.36,0.08,6.80,0.01,1.13,27.22,0.01,251.74,411.64,48.99,56.70,3.21,0.00,0.00,0.00,0.00,0.00,11.49,94.12,5.09,0.96,4.01,0.03,0.02,0.89,0.42,1.31,1.53,2.62,2.94,0.87,1.30,32.67,1.49,0.42,1.14,1.77,"Pork Products"
2020-01-06,2:22 PM,"Lunch","Apple, Fried","1.00 cup, cut pieces",168.54,0.00,0.00,143.34,0.03,0.05,0.15,0.15,0.58,1.48,110.52,3.43,44.43,572.92,6.60,0.00,1.08,17.87,12.76,0.04,0.21,8.50,0.06,21.94,175.26,0.00,108.54,0.07,24.46,4.28,0.00,18.40,20.18,9.46,0.00,1.54,3.91,2.34,0.00,0.46,3.41,0.00,0.01,0.01,0.02,0.02,0.00,0.01,0.47,0.01,0.00,0.00,0.02,"Fruits and Fruit Juices"
2020-01-06,2:23 PM,"Lunch","Cornbread, Homemade","0.80 piece - 3"" x 3""",171.25,0.00,0.00,28.93,0.18,0.19,1.38,0.28,0.05,0.21,15.38,74.27,260.57,117.30,0.04,18.35,0.30,2.06,104.73,0.03,1.37,10.52,0.11,87.93,73.60,8.53,257.26,0.37,24.38,0.88,18.68,4.78,23.49,6.28,37.08,2.30,0.70,2.66,0.51,0.03,0.62,0.08,0.10,0.17,0.38,0.18,0.10,0.21,3.97,0.14,0.04,0.14,0.21,"Baked Products"
2020-01-06,2:23 PM,"Lunch","Chocolate Truffles","5.00 piece",406.33,0.00,15.19,1.14,0.09,0.23,0.29,0.36,0.03,0.57,0.00,8.35,4.56,148.10,0.00,0.00,0.39,4.33,66.83,0.37,1.78,47.85,0.36,157.98,282.53,3.42,60.00,1.75,45.11,2.58,1.01,39.11,42.53,22.53,17.47,5.46,1.04,14.06,0.69,0.09,0.24,0.06,0.13,0.27,0.45,0.35,0.11,0.24,5.81,0.21,0.07,0.23,0.33,"Sweets"
2020-01-06,2:22 PM,"Lunch","Taylor Farms, Chopped Kit, Sweet Kale","3.00 oz",170.10,,,,,,,,,,,,,,,0.00,,,40.82,,0.85,,,,252.59,,144.58,,11.91,2.55,,7.65,9.36,11.91,0.00,,,1.70,0.00,,,,,,,,,,4.25,,,,,"Vegetables and Vegetable Products"
2020-01-06,7:29 PM,"Lunch","Cafe Latte","0.75 small or tall - each 12 fl oz",114.59,0.00,112.95,248.01,0.08,0.50,2.98,0.80,0.08,1.16,8.79,11.51,0.00,417.24,0.54,107.58,0.07,0.49,264.58,0.04,0.11,66.78,0.06,205.76,368.71,5.49,110.67,1.08,11.43,0.00,0.00,11.11,11.43,4.44,17.57,1.23,0.21,2.81,0.19,0.02,0.10,0.04,0.22,0.37,0.69,0.61,0.19,0.37,7.31,0.31,0.09,0.37,0.47,"Beverages"
2020-01-07,8:01 AM,"Breakfast","Vega One, All In One Shake, Chocolate","1.00 scoop",180.00,,,,0.80,0.90,13.60,5.10,1.00,1.50,,210.00,,400.00,40.00,280.00,10.20,59.00,180.00,,7.00,40.00,,220.00,470.00,,220.00,,15.00,4.00,,1.00,11.00,6.00,0.00,1.00,3.00,1.00,0.00,,,,,,,,,,20.00,,,,,"Beverages"
2020-01-07,8:02 AM,"Breakfast","Spinach, Raw","1.00 cup, cut pieces",6.90,0.00,0.00,27.42,0.02,0.06,0.22,0.02,0.06,0.00,1687.86,58.20,3659.54,2813.21,8.43,0.00,0.59,144.88,29.70,0.04,0.81,23.70,0.27,14.70,167.41,0.30,23.70,0.16,1.09,0.66,0.03,0.13,0.43,0.12,0.00,0.00,0.05,0.02,0.00,0.04,0.00,0.01,0.02,0.04,0.07,0.05,0.02,0.04,0.86,0.04,0.01,0.03,0.05,"Vegetables and Vegetable Products"
2020-01-07,8:02 AM,"Breakfast","Strawberries, Fresh","0.80 cup, halves",38.91,0.00,0.00,110.59,0.03,0.03,0.47,0.15,0.06,0.00,8.51,29.18,31.62,14.59,71.50,0.00,0.34,2.68,19.46,0.06,0.50,15.81,0.47,29.18,186.05,0.49,1.22,0.17,9.34,2.43,0.05,5.95,6.91,0.36,0.00,0.05,0.19,0.02,0.00,0.08,0.11,0.01,0.01,0.02,0.04,0.03,0.00,0.02,0.81,0.02,0.01,0.03,0.02,"Fruits and Fruit Juices"
2020-01-07,8:02 AM,"Breakfast","Blueberries, Fresh","0.80 cup, whole pieces",67.49,0.00,0.00,99.70,0.04,0.05,0.49,0.15,0.06,0.00,37.89,7.10,94.72,63.94,11.48,0.00,0.69,22.85,7.10,0.07,0.33,7.10,0.40,14.21,91.17,0.12,1.18,0.19,17.16,2.84,0.04,11.79,14.31,0.39,0.00,0.06,0.17,0.03,0.00,0.07,0.10,0.01,0.01,0.03,0.05,0.02,0.01,0.03,0.88,0.02,0.00,0.01,0.04,"Fruits and Fruit Juices"
2020-01-07,8:02 AM,"Breakfast","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,26.26,20.20,22.22,64.64,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
2020-01-07,8:02 AM,"Breakfast","Soy Milk, Plain or Original, Sweetened with Sugar, Ready-to-Drink, Enriched","3.00 cup",313.47,0.00,0.00,658.72,0.21,1.34,3.10,0.76,0.23,6.20,14.58,65.61,0.00,1348.64,0.00,313.47,0.80,21.87,896.66,1.20,3.06,109.35,0.45,313.47,889.37,16.77,342.63,1.90,35.87,1.46,1.53,26.61,34.41,10.72,0.00,2.78,6.25,1.49,0.00,0.55,4.19,0.00,0.26,0.48,0.78,0.55,0.12,0.47,18.95,0.45,0.16,0.37,0.49,"Beverages"
2020-01-07,8:04 AM,"Breakfast","Coffee, Prepared From Grounds","0.80 small or tall - each 12 fl oz",2.84,0.00,113.66,282.43,0.04,0.22,0.54,0.72,0.00,0.00,0.00,5.68,0.00,0.00,0.00,0.00,0.03,0.28,5.68,0.01,0.03,8.52,0.07,8.52,139.24,0.00,5.68,0.06,1.34,1.34,0.00,0.00,0.00,0.06,0.00,0.04,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.34,0.00,0.00,0.01,0.01,"Beverages"
2020-01-07,8:04 AM,"Breakfast","Orgain, Organic Protein & Superfoods, Vanilla Bean","0.50 x 2.0 scoops",80.00,,,,0.20,0.25,0.50,0.50,0.30,0.05,,9.50,,18.32,8.00,0.00,,,41.00,,4.00,12.00,,,48.50,,155.00,,10.50,2.50,,0.50,8.00,2.25,0.00,,,0.25,0.00,,,,,,,,,,10.50,,,,,"Supplements"
2020-01-07,12:51 PM,"Lunch","Subway, Veggie Delite Sandwich, No Mayo","2.00 each - 6"" sub",534.00,0.00,0.00,217.38,0.65,0.45,8.53,1.46,0.30,0.33,493.94,171.04,324.28,1127.08,24.13,66.23,0.94,29.07,430.98,0.30,5.77,81.02,1.66,362.98,540.45,45.53,916.74,2.30,75.50,7.79,51.84,12.70,67.72,5.00,22.00,2.71,2.69,5.01,0.30,0.29,2.24,0.22,0.32,0.54,0.97,0.64,0.24,0.63,20.59,0.46,0.17,0.42,0.67,"Fast Foods"
2020-01-07,12:51 PM,"Lunch","Cornbread, Homemade","1.00 piece - 3"" x 3""",214.06,0.00,0.00,36.16,0.22,0.24,1.72,0.35,0.06,0.27,19.23,92.84,325.72,146.62,0.05,22.94,0.38,2.58,130.92,0.04,1.71,13.15,0.13,109.92,92.00,10.67,321.58,0.46,30.47,1.11,23.35,5.97,29.37,7.85,46.35,2.88,0.88,3.32,0.63,0.04,0.78,0.10,0.12,0.21,0.48,0.23,0.12,0.26,4.97,0.17,0.05,0.18,0.26,"Baked Products"
2020-01-07,7:02 PM,"Dinner","Broccoli, Cooked From Fresh","0.75 cup, chopped",40.95,0.00,0.00,104.42,0.07,0.14,0.65,0.72,0.23,0.00,1086.91,126.36,1263.58,1811.13,75.93,0.00,2.36,164.97,46.80,0.07,0.78,24.57,0.23,78.39,342.80,1.87,47.97,0.53,8.40,3.86,0.00,1.63,4.54,0.48,0.00,0.05,0.20,0.09,0.00,0.14,0.00,0.04,0.07,0.11,0.17,0.18,0.05,0.14,2.78,0.11,0.04,0.07,0.16,"Vegetables and Vegetable Products"
2020-01-07,7:02 PM,"Dinner","Cauliflower, Cooked from Fresh","0.75 cup, cut pieces",21.39,0.00,0.00,86.49,0.04,0.05,0.38,0.47,0.16,0.00,6.51,40.92,26.97,11.16,41.20,0.00,0.07,12.83,14.88,0.02,0.30,8.37,0.12,29.76,132.06,0.56,13.95,0.16,3.82,2.14,0.15,1.93,1.68,0.42,0.00,0.03,0.20,0.07,0.00,0.16,0.00,0.02,0.03,0.07,0.10,0.09,0.02,0.06,1.71,0.06,0.02,0.04,0.09,"Vegetables and Vegetable Products"
2020-01-07,7:02 PM,"Dinner","Red Bell Peppers, Cooked","0.60 cup",14.37,0.00,0.00,47.14,0.03,0.02,0.24,0.04,0.12,0.00,782.45,8.21,24.11,1508.97,87.74,0.00,0.85,2.62,4.62,0.03,0.24,5.13,0.06,9.24,85.17,0.15,1.03,0.06,3.44,0.62,0.04,2.25,2.82,0.10,0.00,0.01,0.05,0.01,0.00,0.01,0.00,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.47,0.02,0.01,0.01,0.02,"Vegetables and Vegetable Products"
2020-01-07,5:26 PM,"Snack","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,26.26,20.20,22.22,64.64,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
2020-01-07,5:26 PM,"Snack","Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0.00,0.00,155.72,0.03,0.05,0.17,0.11,0.07,0.00,49.14,5.46,52.78,98.28,8.37,0.00,0.38,4.00,10.92,0.05,0.22,9.10,0.06,20.02,194.74,0.00,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0.00,0.01,0.09,0.05,0.00,0.02,0.08,0.00,0.01,0.01,0.02,0.02,0.00,0.01,0.47,0.01,0.00,0.00,0.02,"Fruits and Fruit Juices"
2020-01-07,11:35 AM,"Snack","Almonds, Raw","15.00 each",107.09,0.00,0.00,0.82,0.04,0.21,0.67,0.09,0.03,0.00,0.18,8.14,0.18,0.37,0.00,0.00,4.74,0.00,49.75,0.19,0.69,49.94,0.40,88.96,135.57,0.76,0.18,0.58,3.99,2.31,0.13,0.80,1.67,9.23,0.00,5.84,2.28,0.70,0.00,0.00,2.28,0.04,0.10,0.14,0.27,0.11,0.03,0.21,3.91,0.11,0.04,0.08,0.16,"Nut and Seed Products"
2020-01-08,8:41 AM,"Breakfast","Spinach, Raw","1.00 cup, cut pieces",6.90,0.00,0.00,27.42,0.02,0.06,0.22,0.02,0.06,0.00,1687.86,58.20,3659.54,2813.21,8.43,0.00,0.59,144.88,29.70,0.04,0.81,23.70,0.27,14.70,167.41,0.30,23.70,0.16,1.09,0.66,0.03,0.13,0.43,0.12,0.00,0.00,0.05,0.02,0.00,0.04,0.00,0.01,0.02,0.04,0.07,0.05,0.02,0.04,0.86,0.04,0.01,0.03,0.05,"Vegetables and Vegetable Products"
2020-01-08,8:41 AM,"Breakfast","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,26.26,20.20,22.22,64.64,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
2020-01-08,8:41 AM,"Breakfast","Strawberries, Fresh","1.00 cup, halves",48.64,0.00,0.00,138.24,0.04,0.03,0.59,0.19,0.07,0.00,10.64,36.48,39.52,18.24,89.37,0.00,0.43,3.34,24.32,0.07,0.62,19.76,0.59,36.48,232.56,0.61,1.52,0.21,11.67,3.04,0.06,7.43,8.63,0.46,0.00,0.07,0.24,0.02,0.00,0.10,0.14,0.01,0.02,0.02,0.05,0.04,0.00,0.03,1.02,0.03,0.01,0.03,0.03,"Fruits and Fruit Juices"
2020-01-08,8:42 AM,"Breakfast","Blueberries, Fresh","1.00 cup, whole pieces",84.36,0.00,0.00,124.63,0.05,0.06,0.62,0.18,0.08,0.00,47.36,8.88,118.40,79.92,14.36,0.00,0.86,28.56,8.88,0.08,0.41,8.88,0.50,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0.00,0.07,0.22,0.04,0.00,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.10,0.03,0.00,0.01,0.05,"Fruits and Fruit Juices"
2020-01-08,8:42 AM,"Breakfast","Soy Milk, Plain or Original, Sweetened with Sugar, Ready-to-Drink, Enriched","3.00 cup",313.47,0.00,0.00,658.72,0.21,1.34,3.10,0.76,0.23,6.20,14.58,65.61,0.00,1348.64,0.00,313.47,0.80,21.87,896.66,1.20,3.06,109.35,0.45,313.47,889.37,16.77,342.63,1.90,35.87,1.46,1.53,26.61,34.41,10.72,0.00,2.78,6.25,1.49,0.00,0.55,4.19,0.00,0.26,0.48,0.78,0.55,0.12,0.47,18.95,0.45,0.16,0.37,0.49,"Beverages"
2020-01-08,8:42 AM,"Breakfast","Vega One, All In One Shake, Chocolate","1.00 scoop",180.00,,,,0.80,0.90,13.60,5.10,1.00,1.50,,210.00,,400.00,40.00,280.00,10.20,59.00,180.00,,7.00,40.00,,220.00,470.00,,220.00,,15.00,4.00,,1.00,11.00,6.00,0.00,1.00,3.00,1.00,0.00,,,,,,,,,,20.00,,,,,"Beverages"
2020-01-08,8:42 AM,"Breakfast","Coffee, Prepared From Grounds","1.00 small or tall - each 12 fl oz",3.55,0.00,142.08,353.03,0.05,0.27,0.68,0.90,0.00,0.00,0.00,7.10,0.00,0.00,0.00,0.00,0.04,0.36,7.10,0.01,0.04,10.66,0.08,10.66,174.05,0.00,7.10,0.07,1.67,1.67,0.00,0.00,0.00,0.07,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.00,0.00,0.01,0.43,0.00,0.00,0.01,0.01,"Beverages"
2020-01-08,8:43 AM,"Breakfast","Orgain, Organic Protein & Superfoods, Vanilla Bean","0.40 x 2.0 scoops",64.00,,,,0.16,0.20,0.40,0.40,0.24,0.04,,7.60,,14.65,6.40,0.00,,,32.80,,3.20,9.60,,,38.80,,124.00,,8.40,2.00,,0.40,6.40,1.80,0.00,,,0.20,0.00,,,,,,,,,,8.40,,,,,"Supplements"
2020-01-08,3:45 PM,"Lunch","Greek Salad, with Spinach, Lettuce, Feta Cheese, Tomatoes, Cucumber, Olives","2.00 cup, chopped",163.41,0.00,0.00,179.63,0.10,0.20,0.88,0.35,0.20,0.21,2485.28,94.24,3713.21,4259.35,19.47,2.02,1.99,194.77,129.81,0.14,2.58,40.87,0.41,93.83,454.17,7.23,399.83,0.81,7.92,2.57,0.37,3.72,5.36,13.91,11.13,3.93,5.58,3.51,0.18,0.72,4.70,0.03,0.09,0.18,0.30,0.26,0.07,0.17,4.05,0.16,0.05,0.14,0.22,"Vegetables and Vegetable Products"
2020-01-08,6:14 PM,"Lunch","Loma Linda, Blue, Chipotle Bowl","2.00 serving",260.00,,,,,,,,,,,,,,,0.00,,,90.00,,4.00,,,,724.00,,1080.00,,46.00,10.00,,6.00,36.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,18.00,,,,,"Meals, Entrees, and Sidedishes"
2020-01-08,6:37 PM,"Lunch","Red Bell Peppers, Cooked","0.30 cup",7.18,0.00,0.00,23.57,0.02,0.01,0.12,0.02,0.06,0.00,391.22,4.10,12.06,754.48,43.87,0.00,0.42,1.31,2.31,0.02,0.12,2.57,0.03,4.62,42.59,0.08,0.51,0.03,1.72,0.31,0.02,1.13,1.41,0.05,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.24,0.01,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2020-01-08,6:37 PM,"Lunch","Cauliflower, Cooked from Fresh","0.60 cup, cut pieces",17.11,0.00,0.00,69.19,0.03,0.04,0.31,0.38,0.13,0.00,5.21,32.74,21.58,8.93,32.96,0.00,0.05,10.27,11.90,0.01,0.24,6.70,0.10,23.81,105.65,0.45,11.16,0.13,3.06,1.71,0.12,1.55,1.35,0.33,0.00,0.02,0.16,0.05,0.00,0.12,0.00,0.02,0.03,0.05,0.08,0.07,0.02,0.05,1.37,0.05,0.02,0.03,0.07,"Vegetables and Vegetable Products"
2020-01-08,6:37 PM,"Lunch","Broccoli, Cooked From Fresh","0.60 cup, chopped",32.76,0.00,0.00,83.54,0.06,0.12,0.52,0.58,0.19,0.00,869.53,101.09,1010.86,1448.90,60.75,0.00,1.89,131.97,37.44,0.06,0.63,19.66,0.18,62.71,274.24,1.50,38.38,0.42,6.72,3.09,0.00,1.30,3.63,0.38,0.00,0.04,0.16,0.07,0.00,0.11,0.00,0.03,0.06,0.09,0.14,0.15,0.04,0.11,2.23,0.09,0.03,0.06,0.13,"Vegetables and Vegetable Products"
2020-01-09,11:32 AM,"Breakfast","Orgain, Organic Protein & Superfoods, Vanilla Bean","0.75 x 2.0 scoops",120.00,,,,0.30,0.38,0.75,0.75,0.45,0.08,,14.25,,27.47,12.00,0.00,,,61.50,,6.00,18.00,,,72.75,,232.50,,15.75,3.75,,0.75,12.00,3.38,0.00,,,0.38,0.00,,,,,,,,,,15.75,,,,,"Supplements"
2020-01-09,11:33 AM,"Breakfast","Coffee, Prepared From Grounds","3.00 small or tall - each 12 fl oz",10.66,0.00,426.24,1059.10,0.15,0.81,2.04,2.71,0.01,0.00,0.00,21.31,0.00,0.00,0.00,0.00,0.11,1.07,21.31,0.02,0.11,31.97,0.25,31.97,522.14,0.00,21.31,0.21,5.01,5.01,0.00,0.00,0.00,0.21,0.00,0.16,0.01,0.02,0.00,0.00,0.00,0.02,0.02,0.02,0.05,0.01,0.00,0.03,1.28,0.01,0.00,0.02,0.03,"Beverages"
2020-01-09,11:33 AM,"Breakfast","Soy Milk, Plain or Original, Sweetened with Sugar, Ready-to-Drink, Enriched","3.00 cup",313.47,0.00,0.00,658.72,0.21,1.34,3.10,0.76,0.23,6.20,14.58,65.61,0.00,1348.64,0.00,313.47,0.80,21.87,896.66,1.20,3.06,109.35,0.45,313.47,889.37,16.77,342.63,1.90,35.87,1.46,1.53,26.61,34.41,10.72,0.00,2.78,6.25,1.49,0.00,0.55,4.19,0.00,0.26,0.48,0.78,0.55,0.12,0.47,18.95,0.45,0.16,0.37,0.49,"Beverages"
2020-01-09,11:33 AM,"Breakfast","Blueberries, Fresh","0.80 cup, whole pieces",67.49,0.00,0.00,99.70,0.04,0.05,0.49,0.15,0.06,0.00,37.89,7.10,94.72,63.94,11.48,0.00,0.69,22.85,7.10,0.07,0.33,7.10,0.40,14.21,91.17,0.12,1.18,0.19,17.16,2.84,0.04,11.79,14.31,0.39,0.00,0.06,0.17,0.03,0.00,0.07,0.10,0.01,0.01,0.03,0.05,0.02,0.01,0.03,0.88,0.02,0.00,0.01,0.04,"Fruits and Fruit Juices"
2020-01-09,11:33 AM,"Breakfast","Strawberries, Fresh","0.80 cup, halves",38.91,0.00,0.00,110.59,0.03,0.03,0.47,0.15,0.06,0.00,8.51,29.18,31.62,14.59,71.50,0.00,0.34,2.68,19.46,0.06,0.50,15.81,0.47,29.18,186.05,0.49,1.22,0.17,9.34,2.43,0.05,5.95,6.91,0.36,0.00,0.05,0.19,0.02,0.00,0.08,0.11,0.01,0.01,0.02,0.04,0.03,0.00,0.02,0.81,0.02,0.01,0.03,0.02,"Fruits and Fruit Juices"
2020-01-09,11:33 AM,"Breakfast","Vega One, All In One Shake, Chocolate","1.00 scoop",180.00,,,,0.80,0.90,13.60,5.10,1.00,1.50,,210.00,,400.00,40.00,280.00,10.20,59.00,180.00,,7.00,40.00,,220.00,470.00,,220.00,,15.00,4.00,,1.00,11.00,6.00,0.00,1.00,3.00,1.00,0.00,,,,,,,,,,20.00,,,,,"Beverages"
2020-01-09,11:34 AM,"Breakfast","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,26.26,20.20,22.22,64.64,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
